tip	date	distance	residual
seq_7_1983-07-15	1983.5342465753424	0.044995431265488064	0.006804967586404323
seq_34_1983-07-15	1983.5342465753424	0.04380643126548807	0.005615967586404327
seq_46_1985-07-15	1985.5342465753424	0.04506643126548808	0.0029559493013118637
seq_32_1983-07-15	1983.5342465753424	0.04618343126548806	0.007992967586404318
seq_20_1983-07-15	1983.5342465753424	0.05101143126548806	0.012820967586404317
seq_58_1987-07-15	1987.5342465753424	0.03806143126548804	-0.007969068983781094
seq_42_1984-07-15	1984.535519125683	0.028476431265488034	-0.01167653576644424
seq_61_1988-07-15	1988.535519125683	0.03690043126548802	-0.011092572336629206
seq_68_1990-07-15	1990.5342465753424	0.03716443126548803	-0.014746096411419815
seq_57_1987-07-15	1987.5342465753424	0.03446943126548803	-0.011561068983781106
seq_97_1995-07-15	1995.5342465753424	0.05927043126548802	-0.002440142124151015
seq_96_1995-07-15	1995.5342465753424	0.06368643126548802	0.001975857875848988
seq_94_1995-07-15	1995.5342465753424	0.05992843126548804	-0.0017821421241509955
seq_93_1995-07-15	1995.5342465753424	0.05742943126548801	-0.0042811421241510245
seq_95_1995-07-15	1995.5342465753424	0.061182431265488016	-5.281421241510181E-4
seq_44_1984-07-15	1984.535519125683	0.03237443126548804	-0.007778535766444231
seq_162_2008-07-15	2008.535519125683	0.10924743126548804	0.02205424481244518
seq_55_1987-07-15	1987.5342465753424	0.03667343126548804	-0.009357068983781094
seq_77_1991-07-15	1991.5342465753424	0.04658243126548804	-0.007288105553966043
seq_161_2008-07-15	2008.535519125683	0.07318943126548806	-0.014003755187554798
seq_47_1985-07-15	1985.5342465753424	0.03733643126548804	-0.004774050698688179
seq_102_1996-07-15	1996.535519125683	0.04057043126548805	-0.023102645476999514
seq_126_2001-07-15	2001.5342465753424	0.07624543126548804	0.0027748030205711344
seq_64_1989-07-15	1989.5342465753424	0.040462431265488055	-0.009488087268873555
seq_67_1989-07-15	1989.5342465753424	0.039019431265488055	-0.010931087268873554
seq_66_1989-07-15	1989.5342465753424	0.04732043126548806	-0.0026300872688735516
seq_65_1989-07-15	1989.5342465753424	0.04583343126548807	-0.00411708726887354
seq_85_1993-07-15	1993.5342465753424	0.044134431265488036	-0.013656123839058523
seq_10_1983-07-15	1983.5342465753424	0.029725431265488034	-0.008465032413595707
seq_40_1984-07-15	1984.535519125683	0.03579343126548805	-0.004359535766444225
seq_50_1986-07-15	1986.5342465753424	0.05142243126548805	0.007351940158765599
seq_69_1990-07-15	1990.5342465753424	0.05132743126548804	-5.830964114198062E-4
seq_72_1990-07-15	1990.5342465753424	0.05258343126548805	6.729035885802009E-4
seq_124_2001-07-15	2001.5342465753424	0.08466143126548804	0.011190803020571141
seq_142_2004-07-15	2004.535519125683	0.08479543126548804	0.005442281382630573
seq_147_2005-07-15	2005.5342465753424	0.08594943126548803	0.004638766450386175
seq_155_2007-07-15	2007.5342465753424	0.09162543126548804	0.006394748165293715
seq_167_2009-07-15	2009.5342465753424	0.09934143126548804	0.01019072988020124
seq_106_1997-07-15	1997.5342465753424	0.04977843126548802	-0.01585216040924349
seq_11_1983-07-15	1983.5342465753424	0.03306143126548804	-0.005129032413595705
seq_43_1984-07-15	1984.535519125683	0.047360431265488015	0.007207464233555741
seq_104_1997-07-15	1997.5342465753424	0.06144643126548803	-0.004184160409243479
seq_139_2004-07-15	2004.535519125683	0.08321543126548804	0.003862281382630575
seq_140_2004-07-15	2004.535519125683	0.07837843126548803	-9.747186173694328E-4
seq_83_1993-07-15	1993.5342465753424	0.07343343126548803	0.01564287616094147
seq_118_2000-07-15	2000.535519125683	0.05007943126548804	-0.021433682047184474
seq_130_2002-07-15	2002.5342465753424	0.08236543126548802	0.0069347938780248836
seq_121_2000-07-15	2000.535519125683	0.07152743126548804	1.431795281552073E-5
seq_113_1999-07-15	1999.5342465753424	0.04030943126548804	-0.029241178694335943
seq_131_2002-07-15	2002.5342465753424	0.07220743126548802	-0.003223206121975117
seq_156_2007-07-15	2007.5342465753424	0.09276143126548801	0.007530748165293685
seq_114_1999-07-15	1999.5342465753424	0.07864743126548802	0.00909682130566404
seq_117_1999-07-15	1999.5342465753424	0.07272643126548801	0.003175821305664031
seq_125_2001-07-15	2001.5342465753424	0.08725843126548806	0.013787803020571157
seq_152_2006-07-15	2006.5342465753424	0.07709843126548806	-0.006172242692160032
seq_119_2000-07-15	2000.535519125683	0.05942143126548803	-0.012091682047184485
seq_128_2002-07-15	2002.5342465753424	0.05202143126548804	-0.0234092061219751
seq_164_2009-07-15	2009.5342465753424	0.10215943126548803	0.013008729880201228
seq_177_2011-07-15	2011.5342465753424	0.116398431265488	0.023327711595108727
seq_175_2011-07-15	2011.5342465753424	0.07949843126548801	-0.013572288404891261
seq_158_2008-07-15	2008.535519125683	0.10428743126548802	0.01709424481244516
seq_153_2007-07-15	2007.5342465753424	0.07675843126548805	-0.008472251834706276
seq_107_1997-07-15	1997.5342465753424	0.06297643126548803	-0.002654160409243475
seq_154_2007-07-15	2007.5342465753424	0.09274143126548802	0.007510748165293693
seq_144_2005-07-15	2005.5342465753424	0.08605643126548802	0.004745766450386171
seq_56_1987-07-15	1987.5342465753424	0.05061543126548805	0.0045849310162189155
seq_176_2011-07-15	2011.5342465753424	0.09194943126548806	-0.0011212884048912158
seq_135_2003-07-15	2003.5342465753424	0.07132243126548803	-0.006068215264521351
seq_133_2003-07-15	2003.5342465753424	0.08333943126548803	0.005948784735478649
seq_136_2003-07-15	2003.5342465753424	0.07525743126548802	-0.002133215264521357
seq_122_2000-07-15	2000.535519125683	0.06202756873451194	-0.009485544578160574
seq_165_2009-07-15	2009.5342465753424	0.08543456873451193	-0.0037161326507748754
seq_52_1986-07-15	1986.5342465753424	0.03507456873451194	-0.008995922372210516
seq_62_1988-07-15	1988.535519125683	0.06857156873451196	0.02057856513239474
seq_59_1988-07-15	1988.535519125683	0.05188556873451196	0.0038925651323947347
seq_51_1986-07-15	1986.5342465753424	0.03494756873451195	-0.009122922372210504
seq_115_1999-07-15	1999.5342465753424	0.05786356873451194	-0.011687041225312042
seq_60_1988-07-15	1988.535519125683	0.04538056873451195	-0.002612434867605276
seq_29_1983-07-15	1983.5342465753424	0.04342556873451196	0.005235105055428221
seq_15_1983-07-15	1983.5342465753424	0.04342556873451196	0.005235105055428221
seq_166_2009-07-15	2009.5342465753424	0.10437756873451197	0.015226867349225168
seq_174_2011-07-15	2011.5342465753424	0.11693056873451195	0.023859849064132674
seq_134_2003-07-15	2003.5342465753424	0.10332256873451194	0.025931922204502564
seq_112_1998-07-15	1998.5342465753424	0.06944656873451192	0.0018559679172341775
seq_129_2002-07-15	2002.5342465753424	0.08576956873451196	0.010338931347048816
seq_109_1998-07-15	1998.5342465753424	0.06902156873451194	0.0014309679172341966
seq_111_1998-07-15	1998.5342465753424	0.07218956873451195	0.004598967917234201
seq_150_2006-07-15	2006.5342465753424	0.07580256873451195	-0.007468105223136137
seq_120_2000-07-15	2000.535519125683	0.08072456873451193	0.009211455421839418
seq_159_2008-07-15	2008.535519125683	0.09126156873451195	0.004068382281469093
seq_149_2006-07-15	2006.5342465753424	0.09207556873451193	0.008804894776863845
seq_160_2008-07-15	2008.535519125683	0.1488725687345119	0.06167938228146905
seq_103_1997-07-15	1997.5342465753424	0.06719956873451195	0.0015689770597804437
seq_41_1984-07-15	1984.535519125683	0.032805568734511945	-0.0073473982974203295
seq_138_2004-07-15	2004.535519125683	0.05870356873451195	-0.020649581148345517
seq_13_1983-07-15	1983.5342465753424	0.03318056873451196	-0.005009894944571783
seq_54_1986-07-15	1986.5342465753424	0.04342956873451194	-6.409223722105145E-4
seq_53_1986-07-15	1986.5342465753424	0.04401156873451194	-5.892237221051533E-5
seq_91_1994-07-15	1994.5342465753424	0.05632456873451196	-0.00342599551258084
seq_110_1998-07-15	1998.5342465753424	0.08128656873451194	0.013695967917234195
seq_116_1999-07-15	1999.5342465753424	0.08035556873451195	0.01080495877468797
seq_37_1983-07-15	1983.5342465753424	0.05364356873451194	0.015453105055428198
seq_163_2009-07-15	2009.5342465753424	0.11865756873451196	0.029506867349225155
seq_173_2011-07-15	2011.5342465753424	0.10216556873451195	0.009094849064132673
seq_132_2002-07-15	2002.5342465753424	0.06597056873451194	-0.009460068652951195
seq_181_2012-07-15	2012.535519125683	0.12433456873451192	0.029301345711284107
seq_185_2013-07-15	2013.5342465753424	0.11681156873451191	0.019820830779040163
